npi,provider_type,state,entity_code,anomaly_score_raw,isolation_forest_anomaly_flag,risk_score_0_100,risk_category,lof_anomaly_flag,lof_score,leie_excluded_match,risk_reasons
1003013830,Diagnostic Radiology,CO,I,0.06910952687538785,1,65.63,High,0,1.1751773073163863,0,unusually high services-per-beneficiary deviation from specialty peers (z=520.4 vs. population median); unusually high 5-year average services per beneficiary (z=161.7 vs. population median); unusually high services per beneficiary (z=113.9 vs. population median); unusually high services per billing code (z=13.7 vs. population median); unusually low year-over-year payment-per-service change (z=-13.2 vs. population median)
1003153537,Ambulance Service Provider,FL,O,0.06418858495618018,1,64.45,High,1,1.6546422608394782,0,unusually high services per beneficiary (z=55.1 vs. population median); unusually high 5-year average services per beneficiary (z=50.3 vs. population median); unusually high total submitted charges (z=33.6 vs. population median); unusually high charge-per-service deviation from specialty peers (z=25.4 vs. population median); unusually high services per billing code (z=24.5 vs. population median)
1003078031,Neurology,NY,I,0.06416235779864199,1,64.44,High,0,1.0353329801461377,0,unusually high services-per-beneficiary deviation from specialty peers (z=107.4 vs. population median); unusually high 5-year average services per beneficiary (z=83.8 vs. population median); unusually high services per beneficiary (z=79.6 vs. population median); unusually high 5-year average total services (z=29.1 vs. population median); unusually high services per billing code (z=20.3 vs. population median)
1003008533,Neurology,FL,I,0.06371620164069214,1,64.34,High,0,1.0217562307921368,0,unusually high total services billed (z=77.0 vs. population median); unusually high services-per-beneficiary deviation from specialty peers (z=74.2 vs. population median); unusually high services per beneficiary (z=55.0 vs. population median); unusually high 5-year average total services (z=54.8 vs. population median); unusually high 5-year average services per beneficiary (z=38.3 vs. population median)
1003024191,Diagnostic Radiology,CA,I,0.0634437593894609,1,64.27,High,0,1.0771183695215145,0,unusually high services-per-beneficiary deviation from specialty peers (z=101.6 vs. population median); unusually high 5-year average total services (z=88.8 vs. population median); unusually high total services billed (z=73.6 vs. population median); unusually high total submitted charges (z=33.4 vs. population median); unusually high total Medicare payment received (z=27.1 vs. population median)
1003001371,Physical Medicine and Rehabilitation,NY,I,0.0631411705033621,1,64.2,High,0,1.1158116861649172,0,unusually high services per beneficiary (z=167.2 vs. population median); unusually high 5-year average services per beneficiary (z=130.0 vs. population median); unusually high services-per-beneficiary deviation from specialty peers (z=50.0 vs. population median); unusually high services per billing code (z=29.7 vs. population median); unusually high total services billed (z=24.4 vs. population median)
1003081985,Cardiology,NY,I,0.06305929569632174,1,64.18,High,0,1.5235525359016173,0,unusually high year-over-year payment-per-service change (z=73.1 vs. population median); unusually high total Medicare payment received (z=65.6 vs. population median); unusually high total submitted charges (z=59.3 vs. population median); unusually high 5-year average total payment (z=53.7 vs. population median); unusually high 5-year average total services (z=25.5 vs. population median)
1003050535,Physical Medicine and Rehabilitation,PA,I,0.06259535936217475,1,64.07,High,1,1.9240398219186354,0,unusually high total services billed (z=65.0 vs. population median); unusually high multi-year service-volume trend (z=47.2 vs. population median); unusually high year-over-year service volume change (z=42.1 vs. population median); unusually high services per beneficiary (z=30.5 vs. population median); unusually high total submitted charges (z=24.2 vs. population median)
1003041757,Orthopedic Surgery,NY,I,0.05996539073012708,1,63.43,High,0,1.1758071405502364,0,unusually high drug-payment-share deviation from specialty peers (z=94.5 vs. population median); unusually high services per beneficiary (z=87.4 vs. population median); unusually high total services billed (z=60.7 vs. population median); unusually high 5-year average services per beneficiary (z=46.5 vs. population median); unusually high services-per-beneficiary deviation from specialty peers (z=34.1 vs. population median)
1003101692,Physician Assistant,MI,I,0.0576040883649801,1,62.87,High,0,1.3593373639523354,0,unusually high services-per-beneficiary deviation from specialty peers (z=135.6 vs. population median); unusually high services per beneficiary (z=81.1 vs. population median); unusually high multi-year service-volume trend (z=50.3 vs. population median); unusually high 5-year average services per beneficiary (z=21.3 vs. population median); unusually high year-over-year service volume change (z=19.9 vs. population median)
1003080243,Internal Medicine,CA,I,0.05573199069364132,1,62.41,High,0,1.1058631530177572,0,unusually high year-over-year payment change (z=93.8 vs. population median); unusually high year-over-year beneficiary count change (z=29.3 vs. population median); unusually high year-over-year payment-per-service change (z=27.8 vs. population median); unusually high year-over-year service volume change (z=27.7 vs. population median); unusually high multi-year service-volume trend (z=13.8 vs. population median)
1003077447,Ambulance Service Provider,OK,O,0.053526966245012075,1,61.88,High,0,1.5244492120639346,0,unusually high 5-year average services per beneficiary (z=75.9 vs. population median); unusually high services per beneficiary (z=74.9 vs. population median); unusually high total submitted charges (z=24.1 vs. population median); unusually high charge-per-service deviation from specialty peers (z=22.0 vs. population median); unusually high services per billing code (z=20.1 vs. population median)
1003074006,Family Practice,PA,I,0.05269814190946298,1,61.69,High,0,1.4511742453962202,0,unusually high multi-year payment trend (z=606.5 vs. population median); unusually high year-over-year payment change (z=196.3 vs. population median); unusually high year-over-year service volume change (z=127.6 vs. population median); unusually high year-over-year beneficiary count change (z=104.8 vs. population median); unusually high multi-year service-volume trend (z=93.1 vs. population median)
1003101429,Hematology-Oncology,MI,I,0.05040310218491295,1,61.13,High,0,1.2694968488145657,0,unusually high 5-year average total services (z=63.5 vs. population median); unusually high total services billed (z=61.6 vs. population median); unusually high 5-year average services per beneficiary (z=25.1 vs. population median); unusually high services per beneficiary (z=23.2 vs. population median); unusually high total Medicare payment received (z=15.3 vs. population median)
1003135864,Nurse Practitioner,IN,I,0.045367719246030336,1,59.92,High,0,1.3970918432832593,0,unusually high total Medicare payment received (z=27.0 vs. population median); unusually high 5-year average total payment (z=26.1 vs. population median); unusually high total submitted charges (z=13.2 vs. population median); unusually high payment-per-service deviation from specialty peers (z=8.5 vs. population median); unusually high total services billed (z=8.4 vs. population median)
1003006180,Ambulance Service Provider,NV,O,0.04455533016658508,1,59.73,High,0,1.162185485007196,0,unusually high 5-year average total services (z=132.5 vs. population median); unusually high 5-year average total payment (z=110.5 vs. population median); unusually high services per billing code (z=96.2 vs. population median); unusually high total services billed (z=78.8 vs. population median); unusually high total Medicare payment received (z=68.1 vs. population median)
1003113010,Independent Diagnostic Testing Facility (IDTF),AZ,O,0.04399912689162,1,59.59,High,0,1.2711070469590786,0,unusually high total services billed (z=111.2 vs. population median); unusually high 5-year average total services (z=83.6 vs. population median); unusually high services per beneficiary (z=30.0 vs. population median); unusually high 5-year average services per beneficiary (z=19.3 vs. population median); unusually high total beneficiaries served (z=15.7 vs. population median)
1003125568,Ambulance Service Provider,VA,O,0.041677090665720784,1,59.03,High,0,1.1419431976823875,0,unusually high services per billing code (z=242.2 vs. population median); unusually high 5-year average total services (z=164.7 vs. population median); unusually high total services billed (z=141.2 vs. population median); unusually high 5-year average total payment (z=45.4 vs. population median); unusually high total Medicare payment received (z=43.8 vs. population median)
1003142530,Interventional Cardiology,NJ,I,0.041053581101852754,1,58.88,High,0,1.4689992865590296,0,unusually high total submitted charges (z=40.2 vs. population median); unusually high total Medicare payment received (z=40.1 vs. population median); unusually high 5-year average total payment (z=38.9 vs. population median); unusually high services-per-beneficiary deviation from specialty peers (z=25.6 vs. population median); unusually high 5-year average total services (z=10.5 vs. population median)
1003122052,Physical Therapist in Private Practice,CA,I,0.04077508102447236,1,58.82,High,0,1.4432627356323737,0,unusually high year-over-year service volume change (z=96.8 vs. population median); unusually high year-over-year payment change (z=92.1 vs. population median); unusually high year-over-year beneficiary count change (z=52.7 vs. population median); unusually high multi-year service-volume trend (z=48.3 vs. population median); unusually high multi-year payment trend (z=42.8 vs. population median)
1003150004,Opioid Treatment Program,WI,O,0.039923473602282544,1,58.61,High,0,1.4865342445212113,0,unusually high services per beneficiary (z=98.9 vs. population median); unusually high 5-year average services per beneficiary (z=90.5 vs. population median); unusually high services per billing code (z=15.5 vs. population median); unusually high payment-to-charge ratio (z=7.3 vs. population median); unusually high 5-year average payment per service (z=7.2 vs. population median)
1003138074,Mass Immunizer Roster Biller,TX,O,0.03796495580004655,1,58.14,High,0,1.3694113044881044,0,unusually high service-concentration deviation from specialty peers (z=12.6 vs. population median); unusually high payment-to-charge ratio (z=7.9 vs. population median); unusually high 5-year average payment-to-charge ratio (z=7.5 vs. population median); unusually high allowed-to-charge ratio (z=5.1 vs. population median); unusually low charge-per-service deviation from specialty peers (z=-2.8 vs. population median)
1003119470,Ambulatory Surgical Center,UT,O,0.03775617706027545,1,58.09,High,1,1.8591490405516482,0,unusually high total submitted charges (z=128.2 vs. population median); unusually high total Medicare payment received (z=50.1 vs. population median); unusually high services-per-beneficiary deviation from specialty peers (z=38.8 vs. population median); unusually high 5-year average total payment (z=35.5 vs. population median); unusually high submitted charge per service (z=26.3 vs. population median)
1003007279,Physician Assistant,WA,I,0.03344531454405475,1,57.05,High,0,1.459850381031808,0,unusually high year-over-year payment change (z=529.5 vs. population median); unusually high year-over-year service volume change (z=335.9 vs. population median); unusually high multi-year payment trend (z=246.0 vs. population median); unusually high year-over-year beneficiary count change (z=205.6 vs. population median); unusually high multi-year service-volume trend (z=167.4 vs. population median)
1003094749,Orthopedic Surgery,AK,I,0.030999712370831545,1,56.47,High,1,1.7562489960342416,0,unusually high submitted charge per service (z=33.6 vs. population median); unusually high charge-per-service deviation from specialty peers (z=26.0 vs. population median); unusually high payment per service (z=12.5 vs. population median); unusually high payment-per-service deviation from specialty peers (z=10.9 vs. population median); unusually high year-over-year payment-per-service change (z=10.7 vs. population median)
1003034422,Mass Immunizer Roster Biller,MA,O,0.03077890005249284,1,56.41,High,0,1.4162346695927446,0,unusually high service-concentration deviation from specialty peers (z=12.5 vs. population median); unusually high payment-to-charge ratio (z=7.9 vs. population median); unusually high 5-year average payment-to-charge ratio (z=7.5 vs. population median); unusually high allowed-to-charge ratio (z=5.1 vs. population median); unusually low charge-per-service deviation from specialty peers (z=-3.5 vs. population median)
1003067513,Ambulance Service Provider,TX,O,0.03076184171136931,1,56.41,High,0,1.1553417874444967,0,unusually high services per billing code (z=106.4 vs. population median); unusually high services per beneficiary (z=69.3 vs. population median); unusually high total services billed (z=61.9 vs. population median); unusually high 5-year average total services (z=59.4 vs. population median); unusually high 5-year average services per beneficiary (z=53.8 vs. population median)
1003064833,Neurology,IL,I,0.03015231854152811,1,56.26,High,0,1.4524526712584742,0,unusually high multi-year service-volume trend (z=57.5 vs. population median); unusually high services-per-beneficiary deviation from specialty peers (z=50.0 vs. population median); unusually high services per beneficiary (z=37.1 vs. population median); unusually high total services billed (z=29.0 vs. population median); unusually high services per billing code (z=27.1 vs. population median)
1003131392,Centralized Flu,CA,O,0.02847637150483895,1,55.86,High,0,1.0921740658234838,0,unusually high year-over-year payment-per-service change (z=17.3 vs. population median); unusually high payment-to-charge ratio (z=7.7 vs. population median); unusually high 5-year average payment-to-charge ratio (z=6.7 vs. population median); unusually high allowed-to-charge ratio (z=5.0 vs. population median); unusually high payment-per-service deviation from specialty peers (z=3.6 vs. population median)
1003139502,Nurse Practitioner,TN,I,0.0278607900509239,1,55.71,High,0,1.389165292186546,0,unusually high services-per-beneficiary deviation from specialty peers (z=56.2 vs. population median); unusually high services per beneficiary (z=44.0 vs. population median); unusually high 5-year average services per beneficiary (z=40.2 vs. population median); unusually high services per billing code (z=22.2 vs. population median); unusually high total services billed (z=9.9 vs. population median)
1003136565,Urology,CA,I,0.02771100525884518,1,55.68,High,0,1.2506752458022437,0,unusually high total submitted charges (z=66.5 vs. population median); unusually high 5-year average total services (z=24.0 vs. population median); unusually high total services billed (z=23.9 vs. population median); unusually high total Medicare payment received (z=19.1 vs. population median); unusually high 5-year average total payment (z=18.5 vs. population median)
1003072950,Diagnostic Radiology,NY,I,0.026905318055239213,1,55.48,High,0,1.2931815538643137,0,unusually high total services billed (z=54.2 vs. population median); unusually high services-per-beneficiary deviation from specialty peers (z=39.5 vs. population median); unusually high 5-year average total services (z=37.0 vs. population median); unusually high total submitted charges (z=26.8 vs. population median); unusually high total beneficiaries served (z=22.6 vs. population median)
1003139163,Centralized Flu,CT,O,0.02532620451754497,1,55.1,High,0,1.4688608456094174,0,unusually low payment-to-charge-ratio deviation from specialty peers (z=-20.6 vs. population median); unusually high payment-to-charge ratio (z=6.8 vs. population median); unusually high 5-year average payment-to-charge ratio (z=6.5 vs. population median); unusually high allowed-to-charge ratio (z=4.3 vs. population median); unusually low drug-payment-share deviation from specialty peers (z=-3.9 vs. population median)
1003126806,Mass Immunizer Roster Biller,CA,O,0.025192996806266632,1,55.07,High,0,1.0829096168564996,0,unusually high year-over-year payment-per-service change (z=14.9 vs. population median); unusually high payment-to-charge ratio (z=7.9 vs. population median); unusually high 5-year average payment-to-charge ratio (z=7.5 vs. population median); unusually high multi-year payment trend (z=7.3 vs. population median); unusually high allowed-to-charge ratio (z=5.1 vs. population median)
1003074733,Orthopedic Surgery,SC,I,0.025020443504953027,1,55.03,High,1,1.6520047790515302,0,unusually high total services billed (z=40.1 vs. population median); unusually high services per beneficiary (z=38.7 vs. population median); unusually high year-over-year service volume change (z=26.6 vs. population median); unusually high multi-year service-volume trend (z=19.5 vs. population median); unusually high services per billing code (z=18.0 vs. population median)
1003098047,Ambulance Service Provider,TX,O,0.024365219663294746,1,54.87,High,0,1.2114474777858637,0,unusually high services per billing code (z=127.1 vs. population median); unusually high total services billed (z=74.0 vs. population median); unusually high 5-year average total services (z=71.5 vs. population median); unusually high 5-year average services per beneficiary (z=30.5 vs. population median); unusually high total submitted charges (z=27.2 vs. population median)
1003018086,Orthopedic Surgery,TX,I,0.024125917008409825,1,54.81,High,1,1.5988090970324689,0,unusually high year-over-year service volume change (z=61.3 vs. population median); unusually high services per beneficiary (z=27.6 vs. population median); unusually high multi-year service-volume trend (z=22.7 vs. population median); unusually high total services billed (z=16.4 vs. population median); unusually low year-over-year payment-per-service change (z=-13.7 vs. population median)
